path	line	chapter	no	text
temp/《零距离人性》/index.md	1454	第七章 生活细节，小细节大秘密	1	居住环境家就像是一个小小的城堡，当我们回到家中，就不必再伪装自己。所以，有人说：想了解一个人，看他住的地方就知道了，因为从这个人的居住环境，多少能反映出这个人的生活品质与内在涵养。
temp/《零距离人性》/index.md	1465	第七章 生活细节，小细节大秘密	2	挤牙膏人的个性会通过生活中的方方面面体现出来，只要你认真、细心地观察，就会发现其中的许多奥妙。比如挤牙膏，这是一件多么微小的事情，简直不值得一提，可是这其中却也有一定的学问。心理学家发现，通过挤牙膏也可以观察出一个人的性格。
temp/《零距离人性》/index.md	1471	第七章 生活细节，小细节大秘密	3	刷牙同挤牙膏一样，刷牙也是我们日常生活中诸多事情中的一件。但细心的你可能会发现，每个人的刷牙方式却并不相同。而这千差百异的刷牙方式却也正好反映了这个人的个性。
temp/《零距离人性》/index.md	1479	第七章 生活细节，小细节大秘密	4	看电视若想探知他人的内心，只要认真仔细地观察他在生活中的各个细节，在绝大多数情况下，都会有一些收获。看电视在我们的生活当中，几乎是一项不可缺少的重要内容，但是你知道吗，通过看电视，也可以观察出一个人的性格特点。
temp/《零距离人性》/index.md	1485	第七章 生活细节，小细节大秘密	5	洗澡“上冲冲，下洗洗，左搓搓，右揉揉，我家的浴缸好好坐……”每当耳边响起范晓萱的这首《我爱洗澡》的乐曲时，你是否会希望立即浸泡在清凉的泡泡中冲去一天的烦恼呢？其实，每个人依据性格的不同，都会选择不同的洗澡方式。
temp/《零距离人性》/index.md	1494	第七章 生活细节，小细节大秘密	6	烹饪烹饪是一种艺术，更是一种享受，有很多人乐于自己动手，准备一切。这一类型的人，大多不甘平庸和寂寞，总是想方设法地给平淡的生活添些亮色。他们196 V
temp/《零距离人性》/index.md	1504	第七章 生活细节，小细节大秘密	7	喝咖啡喝咖啡是一种文化，反映的是一个人的品位和修养。咖啡的种类有很多种，不同的咖啡品起来会有不同的味道和感受，人们往往会根据自己的性格、爱好进行选择，而这也正好映射出他们的内心世界。
temp/《零距离人性》/index.md	1514	第七章 生活细节，小细节大秘密	8	脱衣方式衣服就像是用来保护自己的铠甲，许多人就借此来掩盖真实的自己。有一成语“衣冠楚楚”说的大概就是这种类型。但是，当人一旦脱下了衣服，则意味着卸下所有防备，变得易受伤害，没什么身分，没什么特殊考虑。如果服装真可以造就一个人，那脱衣服的方式，就显示出一个人对自我表白的感觉。
temp/《零距离人性》/index.md	1523	第七章 生活细节，小细节大秘密	9	放松方式社会发展越快，竞争越激烈，而人的压力也就越大。生存压力和生活压力像两座大山一样压在人的背上，对人的生理和心理都造成双重危害。
temp/《零距离人性》/index.md	1533	第七章 生活细节，小细节大秘密	10	付款方式当你去商店购物的时候，必须付出一定量的钱，才可以得到自己想要的商品，当然，随着信息化时代的到来，购物的方式也呈多样化趋势，但是等价交换的原则还是不会变。那么采用什么样的付款方式，这在很大程度上和处理生活中其他的琐事有相似之处，从中也可以观察出一个人的性格。
temp/《零距离人性》/index.md	1540	第七章 生活细节，小细节大秘密	11	消费方式有这样一种说法，女人消费享受的是过程，而男人消费在追求的是结果。造成这两种截然不同的消费方式的原因，就是两性差异所致。其实不光是男人和女人，可以说每个人的消费方式都不一样。通过人们购物的方式，也可以看出这个人的性格。
temp/《零距离人性》/index.md	1549	第七章 生活细节，小细节大秘密	12	睡床选择人的一生有三分之一的时间是在床上度过的，床是与人们分享最亲密想法和经验的地方。从人们选择的床可以反映出其特性。
temp/《零距离人性》/index.md	1582	第八章 其它细节，察人滴水不漏	1	点烟递烟在社会交往中，对于男士而言递烟和点烟是一个必不可少的礼仪环节。可别小看这个细微的动作，它也会反映也某些人的一些心理特征。
temp/《零距离人性》/index.md	1596	第八章 其它细节，察人滴水不漏	2	灭烟头的动作你知道吗？许多火灾的发生都是因为人吸完烟后没有把烟头完全掐灭所致。当然，我们并不知道这些人为什么如此粗心大意。但是，研究表明，一个人灭烟头的动作跟人的内心情感有关，如果抓住了这些微妙的关系，是否可以减少很多火灾隐患呢？
temp/《零距离人性》/index.md	1607	第八章 其它细节，察人滴水不漏	3	渴酒时的动作酒文化源远流长。中国人的酒以白酒、烧酒而闻名，而西方人似乎更偏爱白213 V
temp/《零距离人性》/index.md	1619	第八章 其它细节，察人滴水不漏	4	办公桌的摆放几乎每个工作的人都有一张办公桌。如果仔细观察地话，即使是一张小小的桌子也可以发现许多秘密，而这个秘密就是通过办公桌所呈现出来的种种表象。
temp/《零距离人性》/index.md	1628	第八章 其它细节，察人滴水不漏	5	处理邮件邮件自古以来就是联系你我、沟通感情的一种重要方式。古有“鸿雁传书”，今有 E-mail ，即电子邮件来传递信息。信件在我们的生活中占有重要地位，所以如何来处理这些邮件，也可以观察到这个人的内心。
temp/《零距离人性》/index.md	1641	第八章 其它细节，察人滴水不漏	6	收藏品有人喜欢收集收藏品，为的是等待若干时日后升值；有的人收集收藏品是为了提高个人修养，陶冶情操；有的人收集收藏品为的是向别人炫耀，以显示其高雅脱俗，不同凡响；也有的人收集收藏品是为了怀念过去……收藏品五花八门，收藏者的性格也就各具特色。从一个人所收集的收藏品可以了解到这个人的性格。
temp/《零距离人性》/index.md	1656	第八章 其它细节，察人滴水不漏	7	放手机“他爱我？他不爱我？……当情窦初开的你，扯着玫瑰花瓣来测试爱情的方向时，不觉得浪费和不环保吗？换个方式吧！其实要想知道男友喜欢你的程度很简单，只要你暗地里观察他配戴手机的位置，就可轻易了解男友性格、爱情、工作，让你百分百看透他的心！
temp/《零距离人性》/index.md	1666	第八章 其它细节，察人滴水不漏	8	坐的位置餐厅、咖啡馆、会议室等等，在这些地方，根据房间的格局和功能，都有不同的位置摆放。而不同个性的人也会根据自己的喜好选择自己喜欢坐的位置，这给我们看透人心提供了捷径。
temp/《零距离人性》/index.md	1674	第八章 其它细节，察人滴水不漏	9	笔迹笔迹作为人们传达思想感情，进行思维沟通的一种手段，也是人体信息的一种载体。不同心境的字，笔迹也不一致。当然，人的笔迹会随着年龄的增长而有所变化，但运气的方式，字体开合都是固定不变的。因此，通过一个人近期的笔迹，也能看出他的内心。
temp/《零距离人性》/index.md	1688	第八章 其它细节，察人滴水不漏	10	出生排行不同的家庭，其子女个数往往是不尽相同的。家里有几个孩子以及自己在几个孩子中处在什么样的位置——也就是说出生排行的顺序，这在一定程度上也关系到一个人的性格特征。
temp/《玩转人性》.md	7	玩转生活	2	试验 80 人，79 人用身体“说话"近些年，身体语言学在西方方兴未艾。为了取得第一手的资料，研究者们进行了多种多样的试验。这里介绍的主要是对人体所需要的“私人空间”所做的试验。对这方面的试验，美国加利福尼亚大学心理学教授和心理学系主任萨默作了详细描述。其中，对女科学家南希·拉森的试验结果的报导最具典型性。拉森在研究侵犯空间的问题时，她把一个大学图书馆作为实
temp/《玩转人性》.md	14	玩转生活	4	有趣的狗打架人是自然界长期发展的产物。人在没有成为人之前，和其他动物一样生活在自然界中。后来，有了思维能力，能够制造工具，并在劳动中产生了传播信息的语言。那么，在没有语言之前，就不会传播信息吗?当然不是。这里，我们看看动物是怎么传播的。动物传播与人类传播之间的关系，目前才开始为人类所了解。我们在非口头传播中所获的知识，许多是从动物的实验而来。鸟类彼此间的传播
temp/《玩转人性》.md	23	玩转生活	7	校长误解了一位女学生的眼神人的眼睛是传神的，但在不同的国家和地区，由于受到不同文化的影响，眼睛传出的内容也不同，不了解这一点，就有可能产生对眼神的误解。例如，在美国，如果敢于正视对方，这是正直和诚实的标志，但其它国家却有其它规则。纽约一所中学一个名叫利维亚的 15 岁女学生，有一天和几个女同学在盥洗室被人碰上了，人们怀疑她们在那儿抽烟。这些女生中大部分是出了
temp/《玩转人性》.md	41	玩转生活	1	瞒不过丁老板的三角眼丁老板是位五十多岁的人，长一双三角眼，在一家广告公司任总经理已经五年了。因为他是我的朋友，所以从我这里了解了一些有关身体语言学方面的知识。我还送给他一本美国的朱利·法思特所写的《人体语言》小册子给他读。他读后给我打电话说：“要是早两年看过这本书，就不会用错那几个人，公司也就不会遭那么大的损失。”他说的那几个人，是两年前他们公司聘用的三个温
temp/《玩转人性》.md	73	玩转生活	8	他寡言少语，怎么也当上了头头有人对他人的影响力是靠话语产生的，这种人通常被看成是“能说会道”的人物。有人对他人的影响是靠身体动作产生的，这种人往往是含蓄的“力量式”人物。西方曾有人研究了一个群体组织，证明寡言少语的“力量式”人物，也能当头头。这是一个青年组织，其中有 3 个青年是出名的“话匣子。”有人把这个组织的活动拍成了电影，放映后发现其间 72—93％的
temp/《玩转人性》.md	74	玩转生活	9	老板驾驭部下的“体语软件”上司驾驭部下，是非常重要的。看一个领导者胜不胜任领导工作，很重要的一条，就是看他能不能驾驭局面。驾驭部下需要权威，需要命令。但是，仅仅有了权威、命令等“硬件”还不够，还需要有“软件”与之配合。“软件”之一：称呼部下的名字，可以使部下增强责任感。在西方，有一种被称作所谓的杂交、乱交的舞会或是换妻的聚会。在这类场合中，参加的人都必须戴上
temp/《玩转人性》.md	79	玩转生活	10	由走路来了解你的职员查尔斯、柴契尔在《罗西亚德这一家》中描写了一个人的走路姿态：“一条腿不灵活、局促、僵滞而不能优雅地移动或站稳，好象对另一条腿心存戒惧，而想逃开似的。”根据这段描写，我们完全可以闭上眼睛想像出此人的走路的特征。在现实生活中，每个人都有其不同的走路姿态，使他的朋友一眼便认出来。至少有一些特征，是因为身体的结构而有所不同，但是步法、跨步的大小和
temp/《玩转人性》.md	91	玩转生活	4	石膏点豆腐，一物降一物每天打开电视，你都能看到各种宣传性广告，这都是信息爆炸的产品。如果回想一下，现在的广告和几十年以前比较，数量并没有减少，但人们对广告的反感情绪却减少了。这是因为广告大都能配合消费者的消费时机。如各种家用电器什么的。当人们有钱购买这些产品了，广告就成了他们所需要的信息，再加上现在的广告制作也不那么千篇一律了，所以，也就不很惹人心烦了。就商
temp/《玩转人性》.md	92	玩转生活	5	正确运用“假眠效果”当你和朋友喝酒聊天摆龙门阵时，经常会互相询问：“业务推展不顺利”、“交易碰壁”、“自己无法突破”等问题应如何解决，在纷纭的意见中，令人印象最深刻的建议就是：“睡觉好了!”为什么呢?因为当你询问如何改善当前情况时，假使工作无法进展，那倒不妨暂缓这项交易，或许等以后出现更好时机时再谈。这种心理在心理学上是可以找到立论的根据。说服他人时，并非都
temp/《玩转人性》.md	114	玩转生活	2	“看他那样。官气十足"官僚主义是许多权力机关的通病。我们常常能听到一些到权力机关办事的人一出办公室就说：“看他那样，官气十足。”“那样”是指哪样呢?一是站样：他左手握拳撑着腰，右手掌扶撑着办公室的墙。这姿势似乎在说：“这办公室归我所有，连墙都是我的。”这种心理必然导致他把自己看成是“主人”而不是“公仆”。说这种人“官气十足”是一点也不过分的。难怪从事人事管理
temp/《玩转人性》.md	145	玩转生活	7	会场上的“四个怎么样"有关会议场合的身体语言，我们已从上面几个侧面作了介绍。下面，再集中回答四个问题，作为这一节的结束。这四个问题，可以概括为“四个怎么样”。①怎么样使会议顺利进行?“……以上为今天会议所要求的报告及我的建议，不知各位是否有其他意见或任何问题，如果没有，那么今天的会议就到此结束，谢谢大家，散会。”如果会议能够像这样顺利结束，大约每回都会依据会
temp/《玩转人性》.md	156	玩转生活	1	怎样“就坐"或“就站"在与他人接触时，或站或坐都有个离对方多远为宜的距离问题。中国人习惯把在他人旁边坐下称作“就坐”，由此，我们这里也可以把在他人旁边站着叫“就列”。无论是“就坐”一还是“就站”，都不能侵犯他人私人空间。那么，怎么才能防止侵犯他人私人空间同时自己的私人空间不被他人所侵犯呢?最重要的就是要有个“感觉礼仪”。我们对自己的侵犯行为的识别能力以及对别
temp/《玩转人性》.md	160	玩转生活	2	人到底需要多大的私人空间当你读完以上内容，你会觉得掌握私人空间是很有意义的。同时，你也会提出这样的问题：人到底需要多大的私人空间?这个问题是必须回答但又是很难用一句话说清的。情人相见，抱在一起还嫌远，路人相见，擦肩而过都觉得太近。因此，人们在接触时私人空间的大小，在很多情况下是以他们的相互关系而定的。身体语言研究者们，正是从这个角度，对私人空间作了不同关系决
temp/《玩转人性》.md	171	玩转生活	5	研究证明，鼻子也会“说话"人的鼻子有没有身体语言，学者们看法不一，有人说有，有人说没有。认为鼻子没有身体语言的理由是，鼻子本身是不能动作的身体，就象耳朵一样，因此，它们自身不能发出“姿势”信息，也就不可能有身体语言。至于用手摸鼻子和摸耳朵所发现的信息，应归为手的“语言”。与这种见解相反，有的学者坚持认为鼻子跟耳朵不同，耳朵确实不会动。就这一点，人不如有些动物
temp/《玩转人性》.md	179	玩转生活	2	口蜜腹剑与推心置腹如若你曾接待过许多访客，想必除了推心置腹者，也肯定会有口蜜腹剑之人。“口蜜腹剑”一词源于北宋司马光《资治通鉴》卷二百十五《唐纪三十一·玄宗天宝元年》。原文是：“李林甫为相，凡才望功业出已右及为上所厚，势位将逼已者，必百计去之，尤忌文学之士，或阳与之善，昭(啖)以甘言而阴陷之。世谓李林甫‘口有蜜，腹有剑’。”李林甫是唐玄宗李隆基时的兵部尚书，
temp/《玩转人性》.md	200	玩转生活	9	恋恋不舍——绝妙的告别会完客，谈完话，客方就该告辞了，主方便要送客走。无论是客还是主方，都不能动作太快，也不能露出喜出望外的表情，否则，就会给对方一种“啊，原来你早就想结束谈话呀!”的感觉。这样，就会影响你们的以后交往。最佳效果的告辞就是双方都在身体语言上显得恋恋不舍，以便对方留下深刻的印象。“恋恋不舍”一词，原指贪念荣禄，后演变为对人的依念之情。最早出自西
temp/《玩转人性》.md	242	玩转生活	1	家庭探秘如果有几个人碰在一起，家里也好，社交场合也好，带头人的姿态便是集体的榜样，其他人会先后模仿。倘若妻子是姿态的带头人，可以推测，在家里她说了算，至少在作出决定时，她起主要作用。一位心理学家研究过一个 5 口之家吃饭时的席次，父亲坐在上首，他确实也是一家之长，妻子并不和他争家长之位，坐在他的右边，即使在吃饭时也能保持夫妻间的亲密关系。有趣的是孩子们的席位
temp/《玩转人性》.md	258	玩转生活	7	在家里，男女平等难“妇女要解放”，“男女要平等”，这是世界妇女解放运动中最为响亮的口号。但是，要真正实现这些口号，是非常不容易的。在家庭，妻子被称为“主妇”。而主妇的含义并不是说她就是一家之主，而往往是指家务应由妇女为主来承担。这叫男人“主外”，女人“主内”。由于这种分工，就容易造成大男子主义，即男人是一家之主，女人是附属于男人的。一旦出现了这样的夫妻心理，
temp/《玩转人性》.md	266	玩转生活	2	被冷落的漂亮妞常言道：“爱美之心，人皆有之。”所以，在舞场上，漂亮女士的“行情”总比不漂亮的好。一般人都会这么认为，但实际上也不尽然。西方有位研究者专门观察了舞场的情况。他说，有些漂亮女子是很难接近的，然而她们的内心却在等待着。什么原因呢?问题就出在身体语言上。这位研究者写道：在一次舞会上，我观察了一位极其漂亮的姑娘。我看见她和一个女朋友站在墙边，她高傲、冷
temp/《玩转人性》.md	277	玩转生活	6	眼神及其在舞场上的运用劳夫·瓦多·爱默生说：“人的眼睛和舌头说的话一样多，不需要字典，却能够从眼睛的语言中了解整个世界。”在舞场上，谁也不会大声喧哗或滔滔不绝的说个没完，许多意思，都是用眼睛说出。所以，我们先来了解一下眼神及在舞场上的应用。只有注视到对方的眼睛，彼此的沟通才会建立。有些人在与我们谈话时会使我们感觉很舒服，有些人却会令我们不自在，有些人甚至会看
temp/《玩转人性》.md	282	玩转生活	7	千万莫“盯"人如果有人“盯”着你看，你一定很反感，甚至会产生敌意。在舞场上，有的男士想邀请某女士跳舞，但又吃不准对方的态度，于是，就可能盯她一会。一旦女士发觉你在盯她，她内心里就会生出一种厌恶你的情绪，即使勉强应邀跳一曲，她也绝对不会很投入。所以，千万莫“盯”人。在其他公共场所也一样。“看什么看?”这就是人被“盯”火了时发出的粗叫声。“盯”，换个说法就是“凝
temp/《玩转人性》.md	292	玩转生活	1	从女人胸脯捕捉“性"信号在身体语言学者罗韦政编译的《肉体语言术》一书中，专门谈到“女性胸部发出“性信号”的问题。书中说，由于不断地进化，使男人和女人胸部的差异更为明显。男人以“宽厚的胸脯”或“毛茸茸的胸脯”来显示男子汉气慨。当男人终日挺着胸时，也不一定就有性意识，因为这是勇敢、刚强的象征。而女性则不然。当女性作出挺着胸脯姿势，特别是遇到男性把胸脯挺得更高者，
temp/《玩转人性》.md	302	玩转生活	6	姑娘火了，她要叫警察他，名字叫艾伦，往美国的一个小镇上。艾伦年纪已经不小了，因而接触姑娘的愿望也就越来越强烈，以便从中物色他称心如意的对象。艾伦从那小镇来到纽约。一天晚上，他应邀参加好友特德举行的一次盛大鸡尾酒会。在去特德家的路上，艾伦看到他前面有一位漂亮的黑发姑娘正穿过马路，然后沿着人行道蹈罡达。艾伦跟在她后面，对她那种露出邀请意味的步态感到惊讶，她到底是
